"斜","TÀ","ななめ","シャ","","11115200","斜面:Mặt nghiêng<br>傾斜:Xiên, nghiêng, đường xiên, đường nghiêng","N1","15",",newkanjimaster,lesson22,",""
"瞬","THUẤN","","シュン","","1812200","瞬間:Chốc lát<br>一瞬:Một khoảnh khắc, khoảnh khắc","N1","16",",newkanjimaster,lesson22,",""
"旬","TUẦN","","ジュン","","0690200","下旬:Hạ tuần<br>上旬:Thượng tuần<br>初旬:Sơ tuần<br>中旬:Trung tuần","N1","17",",newkanjimaster,lesson22,",""
"垂","THÙY","","スイ","","0848200","垂直:Vuông góc","N1","18",",newkanjimaster,lesson22,",""
"寸","THỐN","","スン","","0324200","寸法:Kích cỡ, kích thước, số đo","N1","19",",newkanjimaster,lesson22,",""
"是","THỊ","","ゼン","","09101200","是正:Sự xem xét lại, sự duyệt lại .","N1","20",",newkanjimaster,lesson22,",""
"隻","CHIẾC","","セキ","","10224200","～隻:～chiếc (tàu)","N1","21",",newkanjimaster,lesson22,",""
"側","TRẮC","がわ","ソク","","1106200","側面:Mặt bên, một bên, một mặt, hông, sườn","N1","22",",newkanjimaster,lesson22,",""
"対","ĐỐI","","タイ、スイ","","0773200","対:Sự đối","N1","23",",newkanjimaster,lesson22,",""
"端","ĐOAN","はし","タン","","1475200","極端:Sự cực đoan, cực đoan<br>先端:Mũi nhọn, điểm mút, rìa ngoài<br>途端:Ngay khi, vừa lúc","N1","24",",newkanjimaster,lesson22,",""
"範","PHẠM","","ハン","","1575200","範囲:Phạm vi<br>規範:Quy phạm<br>模範:Mô phạm","N1","25",",newkanjimaster,lesson22,",""
"笑","TIẾU","わらう","ショウ","","10179200","微笑:Mỉm cười","N1","26",",newkanjimaster,lesson22,",""
"並","TỊNH","なみ、ならべる","ヘイ","","08110200","並行:Đồng thời tiến hành<br>並列:Sự song song, sự sóng đôi","N1","27",",newkanjimaster,lesson22,",""
"遍","BIẾN","","ヘン","","1267200","～遍:～tập<br>普遍:Phổ biến","N1","28",",newkanjimaster,lesson22,",""
"網","VÕNG","あみ","モウ","","1489200","～網:～mạng","N1","29",",newkanjimaster,lesson22,",""
"唯","DUY","","ユイ","","1121200","唯一:Duy nhất, chỉ có một, độc nhất","N1","30",",newkanjimaster,lesson22,",""
"有","HỮU","ある","ウ","","0693200","有無:Sự có hay không có, việc có hay không có","N1","31",",newkanjimaster,lesson22,",""
"欄","LAN","","ラン","","2003200","欄:Cột (báo)","N1","32",",newkanjimaster,lesson22,",""
"隣","LÂN","となり","リン","","1620200","隣人:Người láng giềng<br>隣接:Sự tiếp giáp, sự kề bên, sự liền kề, sự giáp ranh<br>近隣:Hàng xóm, láng giềng","N1","33",",newkanjimaster,lesson22,",""
"零","LINH","","レイ","","13166200","零:Số không<br>零点:Không điểm","N1","34",",newkanjimaster,lesson22,",""
"暦","LỊCH","こよみ","レキ","","1441200","還暦:inh nhật 60 tuổi<br>西暦:Tây lịch, dương lịch","N1","35",",newkanjimaster,lesson22,",""
"架","GIÁ","","カ","","09107200","架空:Ở trên trời, điều hư cấu, điều tưởng tượng, ma<br>担架:Cái cáng","N1","1",",newkanjimaster,lesson23,",""
"句","CÚ","","ク","","0535200","語句:Cụm từ, cụm từ ngữ, ngữ<br>文句:Sự kêu ca, sự phàn nàn","N1","2",",newkanjimaster,lesson23,",""
"読","ĐỘC","よむ","ドク","","14110200","句読点:Dấu chấm và dấu phảy, dấu chấm phẩy","N1","3",",newkanjimaster,lesson23,",""
"傑","KIỆT","","ケツ","","1302200","傑作:Kiệt tác","N1","4",",newkanjimaster,lesson23,",""
"稿","CẢO","","コウ","","1569200","原稿:Nguyên khảo","N1","5",",newkanjimaster,lesson23,",""
"旨","CHỈ","","シ","","0636200","要旨:Cái cốt yếu, yếu tố cần thiết, yếu tố chính,","N1","6",",newkanjimaster,lesson23,",""
"詩","THI","","シ","","13135200","詩:Thơ<br>詩人: Nhà thơ","N1","7",",newkanjimaster,lesson23,",""
"示","THỊ","","シ、ジ","","05102200","示唆:Sự khơi gợi","N1","8",",newkanjimaster,lesson23,",""
"唆","TOA","","サ","","1028200","示唆:Sự khơi gợi","N1","9",",newkanjimaster,lesson23,",""
"執","CHẤP","","ジツ、シュウ","","1124200","執筆:Việc viết văn, việc chấp bút<br>執着:Sự lưu luyến, lưu luyến","N1","10",",newkanjimaster,lesson23,",""
"叙","TỰ","","ジョ","","0925200","叙述:Sự tường thuật, sự miêu tả","N1","11",",newkanjimaster,lesson23,",""
"随","TÙY","","ズイ","","1273200","随筆:Tùy bút<br>随分:Cực độ, cực kỳ, vô cùng, rất nhiều, quá","N1","12",",newkanjimaster,lesson23,",""
"典","ĐIỂN","","テン","","TEN200","典型:Điển hình<br>原典:Bản chính, bề ngoài<br>古典:Cổ điển<br>辞典:Từ điển<br>百科事典:Từ điển bách khoa<br>百科辞典:Từ điển bách khoa","N1","13",",newkanjimaster,lesson23,",""
"俳","BÀI","","ハイ","","1010200","俳句:Bài cú, thơ Haiku<br>俳優:Diễn viên điện ảnh","N1","14",",newkanjimaster,lesson23,",""
"描","MIÊU","えがく","ビョウ","","11111200","描写:Miêu tả","N1","15",",newkanjimaster,lesson23,",""
"翻","PHIÊN","","ホン","","1821200","翻訳:Phiên dịch","N1","16",",newkanjimaster,lesson23,",""
"朗","LÃNG","ほがらかな","ロウ","","10120200","朗読:Ngâm (thơ)<br>明朗:Rõ ràng, sáng sủa","N1","17",",newkanjimaster,lesson23,",""
"威","UY","","イ","","0937200","威張る:Kiêu ngạo, kiêu hãnh, kiêu căng, hợm hĩnh<br>威力:Uy hiếp<br>権威:Quyền uy","N1","18",",newkanjimaster,lesson23,",""
"閲","DUYỆT","","エツ","","15119200","閲覧:Sự đọc, sự duyệt lãm, xem","N1","19",",newkanjimaster,lesson23,",""
"願","NGUYỆN","ねがう","ガン","","1919200","願書:Đơn nhập học, đơn xin nhập học<br>念願:Tâm niệm, nguyện vọng, hy vọng","N1","20",",newkanjimaster,lesson23,",""
"擬","NGHĨ","","ギン","","1708200","模擬:Sự giả vờ, sự giả, sự bắt chước, sự nhái","N1","21",",newkanjimaster,lesson23,",""
"口","KHẨU","くち","ク、コウ","","0317200","口調:Tiếng, âm, giọng, sức khoẻ, trương lự","N1","22",",newkanjimaster,lesson23,",""
"攻","CÔNG","せめる","コウ","","07122200","専攻:Chuyên môn","N1","23",",newkanjimaster,lesson23,",""
"載","TẢI","のせる","サイ","","13152200","記載:Viết, mô tả, ghi chép<br>掲載:Sự đăng bài lên báo chí, đăng, đăng lên","N1","24",",newkanjimaster,lesson23,",""
"索","SÁCH","","サク","","10184200","索引:Mục lục <br>検索:Tìm kiếm<br>模索:Groping (for)","N1","25",",newkanjimaster,lesson23,",""
"校","HIỆU","","コウ","","10128200","校舎:Khu nhà trường, khu học xá, lớp học, ngôi trường","N1","26",",newkanjimaster,lesson23,",""
"塾","THỤC","","ジュク","","1407200","塾:Trường tư thục","N1","27",",newkanjimaster,lesson23,",""
"准","CHUẨN","","ジュン","","1017200","准享受:Chuẩn hưởng thụ","N1","28",",newkanjimaster,lesson23,",""
"奨","TƯỞNG","","ショウ","","1320200","奨学金:Tiền học bổng<br>奨励:Sự động viên, sự khích lệ, sự khuyến khích","N1","29",",newkanjimaster,lesson23,",""
"礎","SỞ","","ソ","","1813200","基礎:Cơ bản","N1","30",",newkanjimaster,lesson23,",""
"稚","TRĨ","","チ","","13107200","幼稚:Sự ấu trĩ, sự non nớt<br>幼稚園:Nhà trẻ, vườn trẻ, trường mẫu giáo","N1","31",",newkanjimaster,lesson23,",""
"陳","TRẦN","","チン","","1174200","陳列:Sự trưng bày","N1","32",",newkanjimaster,lesson23,",""
"班","BAN","","ハン","","10156200","班:Kíp, đội, nhóm","N1","33",",newkanjimaster,lesson23,",""
"簿","BỘ","","ボ","","1917200","名簿:Danh bạ","N1","34",",newkanjimaster,lesson23,",""
"為","VI, VỊ","","イ","","09137200","行為:Hành vi, hành động","N1","1",",newkanjimaster,lesson24,",""
"械","GIỚI","","カイ","","KAI200","警戒:Sự cảnh báo, sự cảnh giới","N1","2",",newkanjimaster,lesson24,",""
"拐","QUẢI","","カイ","","08122200","誘拐:Sự bắt cóc","N1","3",",newkanjimaster,lesson24,",""
"壊","HOẠI","こわす","カイ","","1605200","破壊:Sự phá hoại","N1","4",",newkanjimaster,lesson24,",""
"崩","BĂNG","くずす","ホウ","","1141200","崩壊:Sự sụp đổ, sự tan tành","N1","5",",newkanjimaster,lesson24,",""
"偽","NGỤY","いつわる、にせ","ギ","","1102200","偽造:Sự làm giả, sự chế tạo giả","N1","6",",newkanjimaster,lesson24,",""
"犠","HI","","ギ","","1717200","犠牲:Hy sinh","N1","7",",newkanjimaster,lesson24,",""
"牲","SINH","","セイ","","09140200","犠牲:Hy sinh","N1","8",",newkanjimaster,lesson24,",""
"群","QUẦN","むれ、むらがる","グン","","13117200","群:Huyện, quần thể, nhóm, đàn, lũ<br>群衆:Đám đông, quần chúng, cộng đồng<br>群集:Quần thể, quần hợp, tập đoàn","N1","9",",newkanjimaster,lesson24,",""
"刑","HÌNH","","ケイ","","0633200","刑:Án, hình phạt, án phạt, bản án<br>刑事:Hình sự<br>死刑:Tử hình","N1","10",",newkanjimaster,lesson24,",""
"撃","KÍCH","うつ","ゲキ","","1537200","攻撃:Sự công kích, sự tấn công, sự chỉ trích<br>反撃:Sự phản kích ","N1","11",",newkanjimaster,lesson24,",""
"襲","TẬP","おそう","シュウ","","2201200","襲撃:Sự tập kích, sự tấn công","N1","12",",newkanjimaster,lesson24,",""
"砂","SA","すな","サ、シャ","","09162200","土砂:Lở đất","N1","13",",newkanjimaster,lesson24,",""
"詐","TRÁ","","サ","","12202200","詐欺:Sự lừa đảo","N1","14",",newkanjimaster,lesson24,",""
"欺","KHI","あざむく","ギ","","12125200","詐欺:Sự lừa đảo","N1","15",",newkanjimaster,lesson24,",""
"質","CHẤT","","シツ、ジチ","","15105200","人質:Con tin, người tù","N1","16",",newkanjimaster,lesson24,",""
"銃","SÚNG","","ジュウ","","141221200","銃:Súng","N1","17",",newkanjimaster,lesson24,",""
"巡","TUẦN","","ジュン","","0683200","巡査:Tuần tra","N1","18",",newkanjimaster,lesson24,",""
"序","TỰ","","ジョ","","0779200","順序:Sự theo thứ tự, sự theo trật tự","N1","19",",newkanjimaster,lesson24,",""
"秩","TRẬT","","チツ","","10176200","秩序:Trật tự","N1","20",",newkanjimaster,lesson24,",""
"衝","XUNG","","ショウ","","1587200","衝撃:Sự sốc, ấn tượng mạnh, ảnh hưởng, tác động <br>衝突:Sự xung khắc, sự xung đột, cuộc chạm trán, sự va chạm","N1","21",",newkanjimaster,lesson24,",""
"錠","ĐĨNH","","ジョウ","","1669200","手錠:Xích tay, còng tay","N1","22",",newkanjimaster,lesson24,",""
"浸","TẨM","ひたす","シン","","10145200","浸水:Lễ hạ thủy","N1","23",",newkanjimaster,lesson24,",""
"雪","TUYẾT","ゆき","セツ","","11226200","積雪:Những bông tuyết đã rơi xuống .","N1","24",",newkanjimaster,lesson24,",""
"訴","TỐ","うったえる","ソ","","12207200","訴訟:Sự kiện tụng, sự tranh chấp, sự kiện cáo","N1","25",",newkanjimaster,lesson24,",""
"訟","TỤNG","","ショウ","","11208200","訴訟:Sự kiện tụng, sự tranh chấp, sự kiện cáo","N1","26",",newkanjimaster,lesson24,",""
"走","TẨU","はしる","ソウ","","07166200","走行:Sự du lịch, cuộc du lịch, sự dời chỗ, sự di chuyển","N1","27",",newkanjimaster,lesson24,",""
"捜","SƯU","さがす","ソウ","","10106200","捜査:Sự điều tra<br>捜索:Sự tìm kiếm (người hoặc vật bị thất lạc)","N1","28",",newkanjimaster,lesson24,",""
"騒","TAO","さわぐ","ソウ","","1843200","騒音:Tiếng ồn<br>騒々しい:Ồn ào<br>騒動:Sự náo động<br>物騒:Sự loạn lạc, sự không yên","N1","29",",newkanjimaster,lesson24,",""
"遭","TAO","あう","ソウ","","1426200","遭難:Thảm họa, đắm thuyền, tai nạn","N1","30",",newkanjimaster,lesson24,",""
"堤","ĐÊ","","テイ","","1226200","堤防:Đê, đập","N1","31",",newkanjimaster,lesson24,",""
"廷","ĐÌNH","","テイ","","0781200","法廷:Tòa án, pháp đình","N1","32",",newkanjimaster,lesson24,",""
"逃","ĐÀO","にげる、のがす","トウ","","0972200","逃走:Sự đào tẩu, sự bỏ trốn<br>逃亡:Sự chạy trốn, sự bỏ chạy","N1","33",",newkanjimaster,lesson24,",""
"湯","THANG","ゆ","トウ","","12138200","熱湯:Nước sôi","N1","34",",newkanjimaster,lesson24,",""
"背","BỐI","せ、せい、そむく","ハイ","","09186200","背景:Bối cảnh<br>背後:Lưng (người, vật), ván lưng, ván ngựa, đằng sau","N1","35",",newkanjimaster,lesson24,",""
"賠","BỒI","","バイ","","15107200","賠償:Sự bồi thường","N1","36",",newkanjimaster,lesson24,",""
"罰","PHẠT","","バツ","","1416200","罰:Sự phạt, sự trừng phạt<br>罰する:Trách phạt<br>刑罰:Hình phạt<br>処罰:Xử phạt","N1","37",",newkanjimaster,lesson24,",""
"避","TỊ","さける","ヒ","","1619200","避難:Sự lánh nạn, sự tị nạn","N1","38",",newkanjimaster,lesson24,",""
"覆","PHÚC","おおう、くつがえす","フク","","1825200","覆面:Mặt nạ, mạng che mặt","N1","39",",newkanjimaster,lesson24,",""
"捕","BỘ","とらえる、つかまえる","ホウ","","10108200","捕獲:Sự bắt giữ","N1","40",",newkanjimaster,lesson24,",""
"逮","ĐÃI","","タイ","","1171200","逮捕:Sự bắt giữ, sự tóm lấy, sự chặn lạ","N1","41",",newkanjimaster,lesson24,",""
"砲","PHÁO","","ホウ","","10171200","鉄砲:Khẩu súng","N1","42",",newkanjimaster,lesson24,",""
"鳴","MINH","なく","メイ","","14143200","共鳴:Sự đồng cảm, sự cộng hưởng","N1","43",",newkanjimaster,lesson24,",""
"盲","MANH","","モウ","","08191200","盲点:Điểm mù","N1","44",",newkanjimaster,lesson24,",""
"閣","CÁC","","カク","","14127200","内閣:Nội các","N1","1",",newkanjimaster,lesson25,",""
"挙","CỬ","あげる","キョ","","10103200","一挙:Một cú, một lần<br>選挙:Cuộc tuyển cử, bầu cử","N1","2",",newkanjimaster,lesson25,",""
"郡","QUẬN","","グン","","1087200","郡:Huyện","N1","3",",newkanjimaster,lesson25,",""
"憲","HIẾN","","ケン","","1622200","憲法:Hiến pháp","N1","4",",newkanjimaster,lesson25,",""
"厚","HẬU","あつい","コウ","","0923200","厚生:Y tế, phúc lợi công cộng","N1","5",",newkanjimaster,lesson25,",""
"皇","HOÀNG","","コウ、ノウ","","09152200","皇居:Hoàng cung<br>天皇:Thiên hoàng","N1","6",",newkanjimaster,lesson25,",""
"祉","CHỈ","","シャ","","08194200","福祉:Phúc lợi","N1","7",",newkanjimaster,lesson25,",""
"施","THI","ほどこす","シ","","0996200","施行:Thi hành<br>施設:Cơ sở, Cơ sở vật chất<br>実施:Sự thực hiện, sự thực thi","N1","8",",newkanjimaster,lesson25,",""
"庶","THỨ","","ショ","","1147200","庶民:Dân thường<br>庶務:Tổng hợp","N1","9",",newkanjimaster,lesson25,",""
"申","THÂN","もうす","シン","","0593200","申告:Sự trình báo, trình báo, khai báo","N1","10",",newkanjimaster,lesson25,",""
"枢","XU","","スウ","","08153200","中枢:Trung khu, trung tâm","N1","11",",newkanjimaster,lesson25,",""
"声","THANH","こえ","セイ","","0762200","声明:Lời tuyên bố, lời công bố<br>歓声:Sự hoan hô, tiếng hoan hô","N1","12",",newkanjimaster,lesson25,",""
"請","THỈNH","","セイ","","1596200","請求:Sự thỉnh cầu, sự yêu cầu<br>申請:Sự thỉnh cầu, sự yêu cầu<br>要請:Sự yêu cầu, sự kêu gọi, lời thỉnh cầu","N1","13",",newkanjimaster,lesson25,",""
"籍","TỊCH","","セキ","","2005200","国籍:Quốc tịch<br>書籍:Sách vở","N1","14",",newkanjimaster,lesson25,",""
"戸","HỘ","と","コ","","0452200","戸籍:Hộ tịch, hộ khẩu","N1","15",",newkanjimaster,lesson25,",""
"措","THỐ","","ソ","","11106200","措置:Biện pháp","N1","16",",newkanjimaster,lesson25,",""
"疎","SƠ","","ソ","","12154200","過疎:Sự giảm dân số","N1","17",",newkanjimaster,lesson25,",""
"隊","ĐỘI","","タイ","","1274200","隊:Đội/nhóm/dàn～<br>軍隊:Quân đội<br>兵隊:Quân sỹ","N1","18",",newkanjimaster,lesson25,",""
"票","PHIẾU","","ヒョウ","","11166200","票:Phiếu<br>投票:Sự bỏ phiếu","N1","19",",newkanjimaster,lesson25,",""
"僚","LIÊU","","リョウ","","1404200","官僚:Quan liêu, quan chức<br>同僚:Đồng nghiệp","N1","20",",newkanjimaster,lesson25,",""
"核","HẠCH","","カク","","10124200","核:Hạt nhân<br>結核:Bệnh lao","N1","21",",newkanjimaster,lesson25,",""
"艦","HẠM","","カン","","2101200","軍艦:Tàu chiến","N1","22",",newkanjimaster,lesson25,",""
"遣","KHIỂN","つかう","ケン","","1340200","派遣:Sự phái đi","N1","23",",newkanjimaster,lesson25,",""
"拘","CÂU","","コウ","","08126200","拘束:Sự câu thúc, sự ràng buộc, sự bắt ép, ràng buộc","N1","24",",newkanjimaster,lesson25,",""
"触","XÚC","ふれる、さわる","ショク","","13130200","感触:Cảm xúc<br>接触:Tiếp xúc","N1","25",",newkanjimaster,lesson25,",""
"侵","XÂM","おかす","シン","","0908200","侵入:Xâm nhập<br>侵略:Xâm lược","N1","26",",newkanjimaster,lesson25,",""
"陣","TRẬN","","ジン","","1085200","陣:Trại, chỗ cắm trại, hạ trại, chỗ đóng quân","N1","27",",newkanjimaster,lesson25,",""
"征","CHINH","","セイ","","0888200","征服:Chinh phục","N1","28",",newkanjimaster,lesson25,",""
"潜","TIỀM","もぐる","シン","","1558200","潜水:Việc lặn, việc lao đầu xuống nước<br>潜入:Sự thâm nhập, sự len lỏi","N1","29",",newkanjimaster,lesson25,",""
"奪","ĐOẠT","うばう","ダツ","","1410200","略奪:Sự cướp phá, sự cướp bóc, sự tước đoạt, sự ăn cướp","N1","30",",newkanjimaster,lesson25,",""
"弾","ĐÀN, ĐẠN","ひく、はずむ、たま","ダン","","1250200","弾力:Lực đàn hồi, sự co dãn<br>爆弾:Bom, lựu đạn, đạn pháo","N1","31",",newkanjimaster,lesson25,",""
"敵","ĐỊCH","","テキ","","1542200","敵:Kẻ thù, kẻ đối đầu","N1","32",",newkanjimaster,lesson25,",""
"匹","THẤT","","ヒツ","","0431200","匹敵:Đối thủ xoàng","N1","33",",newkanjimaster,lesson25,",""
"闘","ĐẤU","","トウ","","1832200","戦闘:Trận chiến, cuộc chiến<br>奮闘:Sự đấu tranh, ráng sức, gắng sức","N1","34",",newkanjimaster,lesson25,",""
"迫","BÁCH","せまる","ハク","","08104200","脅迫:Sự cưỡng bức, sự ép buộc, sự áp bức","N1","35",",newkanjimaster,lesson25,",""
"脅","HIẾP","おびやかす、おどかす","キョウ","","10197200","脅迫:Sự cưỡng bức, sự ép buộc, sự áp bức","N1","36",",newkanjimaster,lesson25,",""
"粉","PHẤN","まぎれる","フン","","10181200","粉末:Bột tán nhỏ<br>紛争:Thanh chấp, phân tranh","N1","37",",newkanjimaster,lesson25,",""
"邦","BANG","","ホウ","","0797200","連邦:Liên bang","N1","38",",newkanjimaster,lesson25,",""
"盟","MINH","","メイ","","1396200","同盟:Đồng minh<br>連盟:Liên minh","N1","39",",newkanjimaster,lesson25,",""
"虜","LỖ","","リョ","","13124200","捕虜:Số lượng tai","N1","40",",newkanjimaster,lesson25,",""
"維","DUY","","イ","","1481200","維持:Sự duy trì","N1","1",",newkanjimaster,lesson26,",""
"荷","HÀ","にげる、のがす","カ","","1068200","出荷:Sự đưa hàng, sự giao hàng ra chợ<br>負荷:Gánh nặng, sức chở, trọng tả","N1","2",",newkanjimaster,lesson26,",""
"穫","HOẠCH","","カク","","1814200","収穫:Thu hoạch","N1","3",",newkanjimaster,lesson26,",""
"凶","HUNG","","キョウ","","0425200","凶作:Sự mất mùa","N1","4",",newkanjimaster,lesson26,",""
"緊","KHẨN","","キン","","1579200","緊急:Sự cấp bách, sự khẩn cấp<br>緊張:Sự căng thẳng","N1","5",",newkanjimaster,lesson26,",""
"掘","QUẬT","ほる","クツ","","1196200","採掘:Khai mỏ<br>発掘:Sự khai thác, sự khai quật","N1","6",",newkanjimaster,lesson26,",""
"鯨","KÌNH","","ゲイ","","1921200","捕鯨:Sự bắt cá voi","N1","7",",newkanjimaster,lesson26,",""
"耕","CANH","たがやす","コウ","","10194200","耕作:Sự canh tác<br>耕地:Đất canh tác, đất nông nghiệp <br>農耕:Việc canh nông, công việc đồng áng ","N1","8",",newkanjimaster,lesson26,",""
"鋼","CƯƠNG","","コウ","","1667200","鉄鋼:Sắt thép","N1","9",",newkanjimaster,lesson26,",""
"穀","CỐC","","コク","","1472200","穀物:Ngũ cốc","N1","10",",newkanjimaster,lesson26,",""
"栽","TÀI","","サイ","","10130200","栽培:Sự cày cấy, sự trồng trọt","N1","11",",newkanjimaster,lesson26,",""
"培","BỒI","","バイ","","1126200","栽培:Sự cày cấy, sự trồng trọt","N1","12",",newkanjimaster,lesson26,",""
"繊","TIÊM","","セン","","1728200","繊維:Sợi<br>化繊:Sợi tổng hợp","N1","13",",newkanjimaster,lesson26,",""
"打","ĐẢ","うつ","ダ","","0569200","打開:Cuộc tấn công nhằm phá vỡ sự bế tắc hay trì hoãn, trì trệ<br>打撃:Đòn đánh, cú sốc, sự thiệt hại, cú đánh (bóng chuyền)","N1","14",",newkanjimaster,lesson26,",""
"田","ĐIỀN","","デン","","TA200","田園:Vùng nông thôn, miền quê<br>水田:Ruộng lúa nước","N1","15",",newkanjimaster,lesson26,",""
"肥","PHÌ","","ヒ","","08204200","肥料:Phân bón","N1","16",",newkanjimaster,lesson26,",""
"紡","PHƯỞNG","","ボウ","","10191200","紡績:Dệt","N1","17",",newkanjimaster,lesson26,",""
"牧","MỤC","","ボク","","08188200","牧師:Người chăn súc vật, mục đồng, mục sư<br>遊牧:Du mục","N1","18",",newkanjimaster,lesson26,",""
"埋","MAI","うめる","マイ","","1034200","埋蔵:Mai táng","N1","19",",newkanjimaster,lesson26,",""
"酪","LẠC","","ラク","","13156200","酪農:Sự sản xuất bơ sữ","N1","20",",newkanjimaster,lesson26,",""
"糧","LƯƠNG","","リョウ","","1817200","食糧:Lương thực","N1","21",",newkanjimaster,lesson26,",""
"往","VÃNG","","オウ","","0886200","往診:Việc bác sĩ đến khám tận nhà, bác sĩ đến khám tại gia<br>往復:Sự khứ hồi, việc cả đi cả về","N1","22",",newkanjimaster,lesson26,",""
"街","NHAI","まち","ガイ、カイ","","12194200","～街:～Phố<br>街頭:Trên phố<br>市街:Nội thành, phố xá, đô thị<br>街道: Đường chính, con đường (nghĩa bóng)","N1","23",",newkanjimaster,lesson26,",""
"幹","CÁN","みき","カン","","1328200","幹線:Đường sắt chính<br>幹部:Phụ trách, người lãnh đạo, cán bộ, nhân vật cốt cán<br>新幹線:Tàu siêu tốc","N1","24",",newkanjimaster,lesson26,",""
"汽","KHÍ","","キ","","07135200","汽車:Tàu hỏa, tàu<br>汽船:Thuyền máy, xuồng máy","N1","25",",newkanjimaster,lesson26,",""
"軌","QUỸ","","キ","","09200200","軌道:Quỹ đạo, đường trục","N1","26",",newkanjimaster,lesson26,",""
"客","KHÁCH","","キャク","","0942200","旅客:Lữ khách, khách du lịch","N1","27",",newkanjimaster,lesson26,",""
"御","NGỰ","おん","ギョ","","1251200","制御:Điều khiển","N1","28",",newkanjimaster,lesson26,",""
"鎖","TỎA","くさり","サ","","1829200","封鎖:Sự phong tỏa<br>閉鎖:Sự phong bế","N1","29",",newkanjimaster,lesson26,",""
"縦","TUNG","たて","ジュウ","","1650200","操縦:Việc điều hành, việc điều khiển, việc thao tác","N1","30",",newkanjimaster,lesson26,",""
"掌","CHƯỞNG","","ショウ","","1286200","車掌:Người phục vụ, người bán vé","N1","31",",newkanjimaster,lesson26,",""
"脱","THOÁT","ぬぐ","ダツ","","11195200","脱出:Thoát khỏi<br>脱する:Vứt bỏ<br>脱線:Sự chệch đường, sự chệch chủ đề<br>脱退:Sự ly khai (một tổ chức), rút khỏi vụ kiện, nghỉ hưu, từ chức","N1","32",",newkanjimaster,lesson26,",""
"墜","TRỤY","","ツイ","","1510200","墜落:Sự rơi từ trên cao","N1","33",",newkanjimaster,lesson26,",""
"舶","BẠC","","ハク","","11198200","船舶:Tàu thuỷ","N1","34",",newkanjimaster,lesson26,",""
"搬","BAN","","ハン","","1356200","運搬:Sự vận tải, sự chuyên chở","N1","35",",newkanjimaster,lesson26,",""
"舗","PHỐ","","ホ","","1503200","舗装:Bề mặt cứng của một con đường, mặt đường lát","N1","36",",newkanjimaster,lesson26,",""
"臨","LÂM","のぞむ","リン","","1828200","臨時:Tạm thời","N1","37",",newkanjimaster,lesson26,",""
"益","ÍCH","","エキ","","10165200","収益:Tiền kiếm được, tiền lãi<br>有益:Hữu ích<br>利益:Lợi ích","N1","1",",newkanjimaster,lesson27,",""
"陥","HÃM","おちいる","カン","","1082200","欠陥:Khuyết điểm, nhược điểm, thiếu sót, sai lầm","N1","2",",newkanjimaster,lesson27,",""
"企","XÍ","くわだてる","キ","","0610200","企画:Sự lên kế hoạch, sự quy hoạch, kế hoạch<br>企業:Xí nghiệp, doanh nghiệp","N1","3",",newkanjimaster,lesson27,",""
"契","KHẾ","","ケイ","","0934200","契機:Thời cơ, cơ hội, động cơ, thời điểm chín muồi<br>契約:Hợp đồng","N1","4",",newkanjimaster,lesson27,",""
"倹","KIỆM","","ケン","","1001200","倹約:Sự tiết kiệm","N1","5",",newkanjimaster,lesson27,",""
"雇","CỐ","やとう","コ","","12228200","雇用:Sự thuê mướn, sự tuyển dụng","N1","6",",newkanjimaster,lesson27,",""
"控","KHỐNG","ひかえる","コウ","","1198200","控除:Khấu trừ","N1","7",",newkanjimaster,lesson27,",""
"購","CẤU","","コウ","","1737200","購読:Việc đặt mua báo, sự đặt mua báo<br>購入:Việc mua<br>購買:Sự mua, việc mua vào","N1","8",",newkanjimaster,lesson27,",""
"合","HỢP","あう","ゴウ、ガツ","","0648200","合致:Nhất trí, thống nhất quan điểm, tán đồng quan điểm","N1","9",",newkanjimaster,lesson27,",""
"併","TÍNH","","ヘイ","","0814200","合併:Sát nhập, hợp nhất, kết hợp","N1","10",",newkanjimaster,lesson27,",""
"債","TRÁI","","サイ","","1304200","負債: Sự mắc nợ, nợ nần","N1","11",",newkanjimaster,lesson27,",""
"需","NHU","","ジュン","","14132200","需要:Nhu yếu<br>実需品:hàng hóa nhu cầu thực tế","N1","12",",newkanjimaster,lesson27,",""
"酬","THÙ","","シュウ","","13155200","報酬:Thù lao, tiền công","N1","13",",newkanjimaster,lesson27,",""
"潤","NHUẬN","うるおう","ジュン","","1557200","利潤:Lợi nhuận","N1","14",",newkanjimaster,lesson27,",""
"占","CHIÊM, CHIẾM","しめる、うらなう","セン","","0528200","占領:Sự chiếm giữ, sự chiếm đóng<br>独占:Độc chiếm","N1","15",",newkanjimaster,lesson27,",""
"宣","TUYÊN","","セン","","0944200","宣教:Truyền giáo<br>宣言:Khai báo<br>宣伝:Tuyên truyền","N1","16",",newkanjimaster,lesson27,",""
"銭","TIỀN","ぜに","セン","","14123200","金銭:Tiền bạc","N1","17",",newkanjimaster,lesson27,",""
"組","TỔ","くむ、くみ","ソ","","11188200","組織:Tổ chức","N1","18",",newkanjimaster,lesson27,",""
"織","CHỨC","おる","シキ","","1819200","組織:Tổ chức","N1","19",",newkanjimaster,lesson27,",""
"倉","THƯƠNG","","ソウ","","1007200","倉庫:Kho, nhà kho","N1","20",",newkanjimaster,lesson27,",""
